contract,contract_label,supplier_choice,supplier_payoff,buyer_payoff,supplier_payoff_high,supplier_payoff_low,supplier_payoff_none,buyer_payoff_high,buyer_payoff_low,buyer_payoff_none,c,q,r,p,F,B,S,R,L,v,g,k,alpha,lam,beta,eta_penalty,r_low_share,confidentiality,B_L,contract_value,outside_option,experiment
incentive_only,Incentive-only,low,4.69,-1.2560000000000007,3.3000000000000007,4.69,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,3.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.634,-1.2560000000000007,3.1400000000000006,4.634,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,3.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.578,-1.2560000000000007,2.980000000000001,4.578,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,3.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.522,-1.2560000000000007,2.8200000000000007,4.522,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,3.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.466,-1.2560000000000007,2.660000000000001,4.466,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,3.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.41,-1.2560000000000007,2.500000000000001,4.41,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.9,4.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.963157894736843,9.52,5.963157894736843,5.648421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,0.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.8031578947368425,9.52,5.8031578947368425,5.592421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,0.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.643157894736842,9.52,5.643157894736842,5.536421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,0.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.483157894736843,9.52,5.483157894736843,5.480421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,0.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.424421052631579,-1.2560000000000007,5.323157894736843,5.424421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,0.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.368421052631579,-1.2560000000000007,5.163157894736843,5.368421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,1.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.312421052631579,-1.2560000000000007,5.003157894736843,5.312421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,1.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.256421052631579,-1.2560000000000007,4.8431578947368426,5.256421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,1.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.200421052631579,-1.2560000000000007,4.683157894736842,5.200421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,1.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.144421052631579,-1.2560000000000007,4.523157894736842,5.144421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,1.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.088421052631579,-1.2560000000000007,4.363157894736842,5.088421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,2.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.032421052631579,-1.2560000000000007,4.203157894736842,5.032421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,2.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.976421052631579,-1.2560000000000007,4.043157894736843,4.976421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,2.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.920421052631579,-1.2560000000000007,3.8831578947368426,4.920421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,2.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.864421052631579,-1.2560000000000007,3.723157894736843,4.864421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,2.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.808421052631579,-1.2560000000000007,3.5631578947368423,4.808421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,3.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.752421052631579,-1.2560000000000007,3.403157894736842,4.752421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,3.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.696421052631579,-1.2560000000000007,3.2431578947368425,4.696421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,3.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.640421052631579,-1.2560000000000007,3.0831578947368423,4.640421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,3.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.584421052631579,-1.2560000000000007,2.9231578947368426,4.584421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,3.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.528421052631579,-1.2560000000000007,2.7631578947368425,4.528421052631579,3.5,9.52,-1.2560000000000007,-5.0,4.5,0.95,4.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.200000000000001,9.52,6.200000000000001,5.755,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,0.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.040000000000001,9.52,6.040000000000001,5.699,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,0.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.880000000000001,9.52,5.880000000000001,5.643,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,0.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.720000000000001,9.52,5.720000000000001,5.587,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,0.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.5600000000000005,9.52,5.5600000000000005,5.531,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,0.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.475,-1.2560000000000007,5.400000000000001,5.475,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,1.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.419,-1.2560000000000007,5.240000000000001,5.419,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,1.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.3629999999999995,-1.2560000000000007,5.080000000000001,5.3629999999999995,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,1.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.3069999999999995,-1.2560000000000007,4.920000000000001,5.3069999999999995,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,1.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.2509999999999994,-1.2560000000000007,4.760000000000001,5.2509999999999994,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,1.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.195,-1.2560000000000007,4.600000000000001,5.195,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,2.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.139,-1.2560000000000007,4.440000000000001,5.139,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,2.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.083,-1.2560000000000007,4.280000000000001,5.083,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,2.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.027,-1.2560000000000007,4.120000000000001,5.027,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,2.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.971,-1.2560000000000007,3.9600000000000013,4.971,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,2.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.915,-1.2560000000000007,3.8000000000000007,4.915,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,3.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.859,-1.2560000000000007,3.6400000000000006,4.859,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,3.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.803,-1.2560000000000007,3.480000000000001,4.803,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,3.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.747,-1.2560000000000007,3.3200000000000007,4.747,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,3.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.691,-1.2560000000000007,3.160000000000001,4.691,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,3.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.635,-1.2560000000000007,3.000000000000001,4.635,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.0,4.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.4142857142857155,9.52,6.4142857142857155,5.851428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,0.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.254285714285715,9.52,6.254285714285715,5.795428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,0.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.094285714285715,9.52,6.094285714285715,5.739428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,0.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.934285714285716,9.52,5.934285714285716,5.683428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,0.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.774285714285716,9.52,5.774285714285716,5.627428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,0.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.614285714285716,9.52,5.614285714285716,5.571428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,1.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.515428571428571,-1.2560000000000007,5.4542857142857155,5.515428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,1.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.459428571428571,-1.2560000000000007,5.294285714285715,5.459428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,1.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.403428571428571,-1.2560000000000007,5.134285714285715,5.403428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,1.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.347428571428571,-1.2560000000000007,4.974285714285715,5.347428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,1.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.291428571428572,-1.2560000000000007,4.814285714285715,5.291428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,2.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.235428571428572,-1.2560000000000007,4.654285714285715,5.235428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,2.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.179428571428572,-1.2560000000000007,4.4942857142857155,5.179428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,2.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.123428571428572,-1.2560000000000007,4.334285714285715,5.123428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,2.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.067428571428572,-1.2560000000000007,4.174285714285716,5.067428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,2.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.011428571428572,-1.2560000000000007,4.014285714285715,5.011428571428572,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,3.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.9554285714285715,-1.2560000000000007,3.854285714285715,4.9554285714285715,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,3.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.8994285714285715,-1.2560000000000007,3.6942857142857153,4.8994285714285715,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,3.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.843428571428571,-1.2560000000000007,3.534285714285715,4.843428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,3.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.787428571428571,-1.2560000000000007,3.3742857142857154,4.787428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,3.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,4.731428571428571,-1.2560000000000007,3.2142857142857153,4.731428571428571,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.05,4.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.60909090909091,9.52,6.60909090909091,5.939090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,0.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.44909090909091,9.52,6.44909090909091,5.883090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,0.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.28909090909091,9.52,6.28909090909091,5.827090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,0.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,6.129090909090911,9.52,6.129090909090911,5.771090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,0.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.969090909090911,9.52,5.969090909090911,5.715090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,0.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.80909090909091,9.52,5.80909090909091,5.659090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,1.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,high,5.64909090909091,9.52,5.64909090909091,5.603090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,1.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.547090909090909,-1.2560000000000007,5.48909090909091,5.547090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,1.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.491090909090909,-1.2560000000000007,5.32909090909091,5.491090909090909,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,1.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.43509090909091,-1.2560000000000007,5.16909090909091,5.43509090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,1.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.37909090909091,-1.2560000000000007,5.00909090909091,5.37909090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,2.0,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.32309090909091,-1.2560000000000007,4.84909090909091,5.32309090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,2.2,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.26709090909091,-1.2560000000000007,4.68909090909091,5.26709090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,2.4,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.21109090909091,-1.2560000000000007,4.52909090909091,5.21109090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,2.6,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
incentive_only,Incentive-only,low,5.15509090909091,-1.2560000000000007,4.369090909090911,5.15509090909091,3.5,9.52,-1.2560000000000007,-5.0,4.5,1.1,2.8,0.08,1.5,2.4,0.0,12.0,5.0,1.0,0.8,0.0,1.4,0.45,0.35,0.2,0.35,0.2,0.4,7.5,3.5,equilibrium_region_grid
