contract,contract_label,supplier_choice,supplier_payoff,buyer_payoff,supplier_payoff_high,supplier_payoff_low,supplier_payoff_none,buyer_payoff_high,buyer_payoff_low,buyer_payoff_none,c,q,r,p,F,B,S,R,L,v,g,k,alpha,lam,beta,eta_penalty,r_low_share,confidentiality,B_L,contract_value,outside_option,experiment
hybrid_support,Hybrid,high,6.4815699658703085,8.319999999999999,6.4815699658703085,4.286706484641639,5.4,8.319999999999999,-2.560000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,1.95,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.629936305732485,8.2,6.629936305732485,4.353471337579618,5.4,8.2,-2.680000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.1,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.759701492537316,8.079999999999998,6.759701492537316,4.411865671641792,5.4,8.079999999999998,-2.800000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.25,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.874157303370788,7.959999999999999,6.874157303370788,4.463370786516855,5.4,7.959999999999999,-2.920000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.4,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.975862068965519,7.839999999999999,6.975862068965519,4.509137931034484,5.4,7.839999999999999,-3.040000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.55,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.066834170854273,7.719999999999999,7.066834170854273,4.550075376884422,5.4,7.719999999999999,-3.160000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.7,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.148687350835322,7.599999999999999,7.148687350835322,4.586909307875896,5.4,7.599999999999999,-3.280000000000001,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,2.85,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.222727272727274,7.479999999999999,7.222727272727274,4.6202272727272735,5.4,7.479999999999999,-3.4000000000000012,-5.0,6.5,0.2,2.0,0.32,5.0,1.8,3.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-17.299999999999997,-6.415000000000001,5.4,9.879999999999999,-1.0000000000000007,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-5.430434782608696,-1.0736956521739138,5.4,9.76,-1.1200000000000008,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.15,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-1.0014925373134331,0.9193283582089542,5.4,9.639999999999999,-1.2400000000000007,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.3,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,1.3136363636363648,1.9611363636363635,5.4,9.52,-1.3600000000000008,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.45,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,2.7366972477064224,2.6015137614678894,5.4,9.399999999999999,-1.4800000000000006,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.6,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,3.7000000000000006,3.0349999999999993,5.4,9.28,-1.6000000000000008,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.75,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.395364238410597,3.3479139072847683,5.4,9.159999999999998,-1.7200000000000009,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,0.9,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.92093023255814,3.5844186046511632,5.4,9.04,-1.840000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.05,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,5.332124352331608,3.7694559585492224,5.4,8.919999999999998,-1.9600000000000006,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.2,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.662616822429907,8.799999999999999,5.662616822429907,3.9181775700934582,5.4,8.799999999999999,-2.080000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.35,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.934042553191491,8.68,5.934042553191491,4.04031914893617,5.4,8.68,-2.200000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.5,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.160937500000001,8.559999999999999,6.160937500000001,4.142421875,5.4,8.559999999999999,-2.3200000000000007,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.65,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.353429602888088,8.44,6.353429602888088,4.22904332129964,5.4,8.44,-2.440000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.8,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.518791946308726,8.319999999999999,6.518791946308726,4.303456375838927,5.4,8.319999999999999,-2.560000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,1.95,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.662382445141066,8.2,6.662382445141066,4.36807210031348,5.4,8.2,-2.680000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.1,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.788235294117648,8.079999999999998,6.788235294117648,4.424705882352942,5.4,8.079999999999998,-2.800000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.25,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.899445983379502,7.959999999999999,6.899445983379502,4.474750692520777,5.4,7.959999999999999,-2.920000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.4,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.998429319371729,7.839999999999999,6.998429319371729,4.519293193717278,5.4,7.839999999999999,-3.040000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.55,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.087096774193549,7.719999999999999,7.087096774193549,4.559193548387098,5.4,7.719999999999999,-3.160000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.7,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.166981132075472,7.599999999999999,7.166981132075472,4.595141509433963,5.4,7.599999999999999,-3.280000000000001,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,2.85,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.23932584269663,7.479999999999999,7.23932584269663,4.627696629213483,5.4,7.479999999999999,-3.4000000000000012,-5.0,6.5,0.25,2.0,0.32,5.0,1.8,3.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-12.966666666666667,-4.465,5.4,9.879999999999999,-1.0000000000000007,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-4.045098039215684,-0.45029411764705873,5.4,9.76,-1.1200000000000008,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.15,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-0.32777777777777706,1.2224999999999993,5.4,9.639999999999999,-1.2400000000000007,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.3,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,1.7107526881720436,2.139838709677419,5.4,9.52,-1.3600000000000008,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.45,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,2.998245614035089,2.7192105263157895,5.4,9.399999999999999,-1.4800000000000006,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.6,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,3.8851851851851866,3.118333333333333,5.4,9.28,-1.6000000000000008,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.75,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.533333333333335,3.41,5.4,9.159999999999998,-1.7200000000000009,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,0.9,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,5.02768361581921,3.6324576271186446,5.4,9.04,-1.840000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.05,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.417171717171719,8.919999999999998,5.417171717171719,3.807727272727273,5.4,8.919999999999998,-1.9600000000000006,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.2,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.731963470319636,8.799999999999999,5.731963470319636,3.949383561643836,5.4,8.799999999999999,-2.080000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.35,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.991666666666667,8.68,5.991666666666667,4.06625,5.4,8.68,-2.200000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.5,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.209578544061303,8.559999999999999,6.209578544061303,4.164310344827587,5.4,8.559999999999999,-2.3200000000000007,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.65,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.39503546099291,8.44,6.39503546099291,4.247765957446809,5.4,8.44,-2.440000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.8,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.554785478547856,8.319999999999999,6.554785478547856,4.319653465346535,5.4,8.319999999999999,-2.560000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,1.95,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.693827160493829,8.2,6.693827160493829,4.382222222222223,5.4,8.2,-2.680000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.1,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.815942028985509,8.079999999999998,6.815942028985509,4.437173913043479,5.4,8.079999999999998,-2.800000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.25,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.924043715846995,7.959999999999999,6.924043715846995,4.485819672131148,5.4,7.959999999999999,-2.920000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.4,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.0204134366925075,7.839999999999999,7.0204134366925075,4.529186046511628,5.4,7.839999999999999,-3.040000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.55,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.10686274509804,7.719999999999999,7.10686274509804,4.568088235294118,5.4,7.719999999999999,-3.160000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.7,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.1848484848484855,7.599999999999999,7.1848484848484855,4.6031818181818185,5.4,7.599999999999999,-3.280000000000001,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,2.85,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.255555555555556,7.479999999999999,7.255555555555556,4.635,5.4,7.479999999999999,-3.4000000000000012,-5.0,6.5,0.3,2.0,0.32,5.0,1.8,3.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-9.871428571428572,-3.0721428571428575,5.4,9.879999999999999,-1.0000000000000007,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-2.907142857142856,0.061785714285713667,5.4,9.76,-1.1200000000000008,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.15,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,0.2584415584415596,1.486298701298701,5.4,9.639999999999999,-1.2400000000000007,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.3,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,2.0673469387755117,2.30030612244898,5.4,9.52,-1.3600000000000008,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.45,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,3.2378151260504215,2.827016806722689,5.4,9.399999999999999,-1.4800000000000006,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.6,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.057142857142859,3.1957142857142857,5.4,9.28,-1.6000000000000008,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.75,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.66273291925466,3.468229813664596,5.4,9.159999999999998,-1.7200000000000009,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,0.9,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,5.12857142857143,3.6778571428571434,5.4,9.04,-1.840000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.05,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.498029556650247,8.919999999999998,5.498029556650247,3.844113300492612,5.4,8.919999999999998,-1.9600000000000006,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.2,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.7982142857142875,8.799999999999999,5.7982142857142875,3.9791964285714285,5.4,8.799999999999999,-2.080000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.35,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.046938775510204,8.68,6.046938775510204,4.091122448979592,5.4,8.68,-2.200000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.5,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.25639097744361,8.559999999999999,6.25639097744361,4.185375939849624,5.4,8.559999999999999,-2.3200000000000007,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.65,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.435191637630663,8.44,6.435191637630663,4.265836236933799,5.4,8.44,-2.440000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.8,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.589610389610391,8.319999999999999,6.589610389610391,4.335324675324676,5.4,8.319999999999999,-2.560000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,1.95,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.724316109422494,8.2,6.724316109422494,4.395942249240122,5.4,8.2,-2.680000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.1,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.842857142857143,8.079999999999998,6.842857142857143,4.449285714285715,5.4,8.079999999999998,-2.800000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.25,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.947978436657683,7.959999999999999,6.947978436657683,4.496590296495958,5.4,7.959999999999999,-2.920000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.4,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.041836734693879,7.839999999999999,7.041836734693879,4.538826530612246,5.4,7.839999999999999,-3.040000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.55,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.126150121065377,7.719999999999999,7.126150121065377,4.576767554479419,5.4,7.719999999999999,-3.160000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.7,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.202304147465439,7.599999999999999,7.202304147465439,4.611036866359447,5.4,7.599999999999999,-3.280000000000001,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,2.85,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,7.271428571428572,7.479999999999999,7.271428571428572,4.642142857142858,5.4,7.479999999999999,-3.4000000000000012,-5.0,6.5,0.35,2.0,0.32,5.0,1.8,3.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-7.549999999999999,-2.0275,5.4,9.879999999999999,-1.0000000000000007,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.0,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,-1.955737704918032,0.4899180327868846,5.4,9.76,-1.1200000000000008,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.15,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,0.7731707317073195,1.717926829268293,5.4,9.639999999999999,-1.2400000000000007,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.3,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,2.389320388349516,2.4451941747572823,5.4,9.52,-1.3600000000000008,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.45,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,3.4580645161290335,2.926129032258065,5.4,9.399999999999999,-1.4800000000000006,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.6,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.217241379310346,3.267758620689655,5.4,9.28,-1.6000000000000008,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.75,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,4.7843373493975925,3.5229518072289157,5.4,9.159999999999998,-1.7200000000000009,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,0.9,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,none,5.4,-5.0,5.224064171122997,3.720828877005349,5.4,9.04,-1.840000000000001,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.05,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.575000000000001,8.919999999999998,5.575000000000001,3.8787499999999997,5.4,8.919999999999998,-1.9600000000000006,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.2,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,5.861572052401748,8.799999999999999,5.861572052401748,4.007707423580786,5.4,8.799999999999999,-2.080000000000001,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.35,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.100000000000001,8.68,6.100000000000001,4.115,5.4,8.68,-2.200000000000001,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.5,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.301476014760148,8.559999999999999,6.301476014760148,4.2056642066420675,5.4,8.559999999999999,-2.3200000000000007,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.65,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
hybrid_support,Hybrid,high,6.473972602739726,8.44,6.473972602739726,4.283287671232877,5.4,8.44,-2.440000000000001,-5.0,6.5,0.4,2.0,0.32,5.0,1.8,1.8,12.0,5.0,1.0,0.8,0.8,1.4,0.45,0.35,0.2,0.35,0.55,0.2,7.0,5.4,capability_support_heatmap
